ID,Monthly_Revenue,Net_Profit_Margin (%),Burn_Rate_Ratio,Transaction_Count,Avg_Historical_Rating,Review_Text,Review_Volatility,Business_Tenure_Months,Repeat_Order_Rate (%),Digital_Adoption_Score,Peak_Hour_Latency,Location_Competitiveness,Sentiment_Score,Class
127089,16285146,20.23,0.801,157,4.7,"Kualitas produk konsisten, harga masih masuk akal.",0.164,163,23.9,3.74,Low,8,0.2,Growth
127090,10550375,1.84,0.98,132,4.41,"Transaksi digital lancar, proses checkout tidak ribet.",0.111,99,28.92,7.77,Low,8,-0.25,Growth
127091,6902077,3.12,0.898,108,4.2,"Secara umum oke, hanya respon chat kadang lambat.",0.25,132,24.69,4.37,Med,8,-0.3,Growth
127092,7170938,13.9,0.879,109,4.27,"Produk cukup baik, kadang waktu tunggu agak lama.",0.576,14,7.93,5.08,Med,8,0.0,Growth
127093,16227422,8.72,0.858,105,4.58,"Pelayanan standar, masih bisa ditingkatkan. Temporibus dolorem aliquid labore perspiciatis.",0.522,73,24.9,6.11,Med,8,0.0,Growth
127094,9532475,-17.78,1.106,152,3.31,"Sudah beberapa kali order, pengalaman makin menurun.",0.596,133,2.05,1.0,High,7,-0.3,Struggling
127095,6852742,0.26,0.997,125,3.62,Proses pembayaran sering bermasalah. Quam laboriosam officiis est velit.,0.645,137,33.11,4.01,High,9,-0.35,Struggling
127096,13620448,-6.9,1.083,176,3.4,"Kualitas tidak konsisten, kadang bagus kadang kurang. Minus totam quibusdam nobis reprehenderit eum.",0.612,175,17.87,3.16,High,11,-0.25,Struggling
127097,6307327,18.53,0.836,78,4.73,"Pengiriman cepat, admin komunikatif. Occaecati animi nobis eveniet possimus illum consequuntur magnam.",0.093,9,26.2,4.58,Low,7,0.55,Elite
127098,5521612,1.82,0.986,122,4.48,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.336,115,16.84,6.93,Med,13,0.0,Growth
127099,5764697,15.78,0.83,69,4.3,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.438,18,17.5,4.23,Low,6,0.8,Growth
127100,5863150,-18.05,1.144,68,3.25,Respons admin lambat dan informasi kurang jelas.,0.442,63,18.27,1.02,Med,7,-0.55,Struggling
127101,9852938,11.68,0.843,125,3.78,Kadang stok kosong saat jam ramai.,0.344,158,12.55,3.23,Low,11,0.0,Growth
127102,8366530,-11.68,1.036,137,4.05,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.553,166,21.71,1.0,Med,8,0.0,Struggling
127103,4957138,-2.72,0.993,107,4.1,"Pelayanan standar, masih bisa ditingkatkan.",0.454,126,17.1,2.98,Med,11,0.0,Growth
127104,9152513,10.91,0.919,92,4.06,"Produk cukup baik, kadang waktu tunggu agak lama.",0.378,50,17.33,3.22,Med,11,0.0,Growth
127105,4737059,-3.2,0.986,70,4.22,"Pelayanan standar, masih bisa ditingkatkan.",0.393,26,8.78,2.93,Med,9,0.0,Growth
127106,7819825,19.25,0.791,118,4.14,Kadang stok kosong saat jam ramai. Iusto doloribus nobis distinctio modi.,0.246,106,9.72,4.03,Low,6,0.0,Growth
127107,12341626,-1.05,0.973,161,4.43,Pesanan sering terlambat saat jam sibuk.,0.647,152,19.69,5.86,High,10,-0.65,Growth
127108,3844482,-6.23,1.014,87,3.54,Proses pembayaran sering bermasalah. Eveniet voluptate officia optio quas laboriosam fuga.,0.635,72,7.35,1.65,High,10,-0.35,Struggling
127109,10359837,-2.88,0.961,102,4.3,Selalu repeat order karena kualitasnya terjaga. Et cum error quibusdam eligendi.,0.222,75,14.01,2.73,Low,7,0.25,Growth
127110,5220957,5.36,0.929,95,4.24,Aplikasi pemesanan mudah dipakai dan responsif. Ipsum enim impedit voluptates possimus ducimus.,0.107,102,21.54,3.7,Low,9,0.55,Growth
127111,11006396,-22.69,1.239,125,3.37,Pesanan sering terlambat saat jam sibuk. Laborum harum possimus vel nostrum nihil accusamus.,0.691,107,12.67,2.34,High,12,-0.65,Critical
127112,8955753,13.59,0.814,84,4.54,"Produk cukup baik, kadang waktu tunggu agak lama. Eos numquam magni rem laborum molestias non.",0.32,78,10.51,1.0,Med,7,0.0,Growth
127113,16905809,-6.27,1.072,188,4.18,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.42,145,36.22,5.43,Med,9,0.0,Struggling
127114,8629025,-18.77,1.134,129,3.66,Kadang stok kosong saat jam ramai.,0.275,72,24.55,2.52,Med,11,0.0,Struggling
127115,11487504,-19.13,1.135,171,3.82,Proses pembayaran sering bermasalah.,0.765,176,27.44,4.25,High,14,-0.35,Struggling
127116,4926564,26.17,0.78,117,4.62,Aplikasi pemesanan mudah dipakai dan responsif.,0.199,59,15.16,4.15,Low,9,0.55,Growth
127117,1500000,7.71,0.863,27,4.43,Selalu repeat order karena kualitasnya terjaga. Possimus veritatis excepturi ipsa.,0.132,17,9.99,3.24,Low,11,0.25,Growth
127118,3194900,4.62,0.982,67,4.46,"Pengiriman cepat, admin komunikatif.",0.315,78,7.65,4.75,Low,14,0.55,Growth
127119,6996350,-12.37,1.133,147,3.51,"Secara umum oke, hanya respon chat kadang lambat. Reprehenderit aspernatur rem nulla hic autem deserunt maiores.",0.366,144,15.42,3.55,Med,11,-0.3,Struggling
127120,35007428,-8.59,1.124,143,4.07,Kadang stok kosong saat jam ramai.,0.268,68,15.97,3.27,Low,7,0.0,Struggling
127121,4570815,8.1,0.915,97,4.64,"Kualitas produk konsisten, harga masih masuk akal. Quos autem nostrum doloremque.",0.162,64,17.42,4.48,Low,9,0.2,Growth
127122,6470788,-1.89,1.018,89,3.87,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.502,29,8.48,2.24,Med,9,0.0,Growth
127123,3426768,-6.04,1.075,68,4.0,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.481,46,5.14,3.05,Low,12,0.0,Struggling
127124,9183039,-22.72,1.143,72,3.29,Respons admin lambat dan informasi kurang jelas. Mollitia mollitia nobis assumenda facere hic.,0.605,46,10.83,2.94,Med,16,-0.55,Struggling
127125,4454168,13.14,0.84,66,4.57,"Pelayanan cepat dan ramah, pesanan selalu tepat. Esse nisi perferendis similique natus sapiente.",0.159,27,19.42,5.14,Low,7,0.8,Growth
127126,3594745,-7.49,1.009,69,3.76,"Pelayanan standar, masih bisa ditingkatkan. Eaque amet aliquid amet earum.",0.446,45,4.27,3.26,Med,8,0.0,Struggling
127127,10576040,-19.92,1.233,88,3.0,"Sudah beberapa kali order, pengalaman makin menurun.",0.55,72,24.7,1.11,High,12,-0.3,Critical
127128,16304768,2.11,0.949,125,4.32,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.363,109,30.38,3.16,Med,6,0.0,Growth
127129,20025512,-0.14,1.043,182,3.97,"Produk cukup baik, kadang waktu tunggu agak lama.",0.531,155,25.25,5.39,Med,12,0.0,Growth
127130,11817127,4.12,0.951,127,4.02,"Harga dan kualitas seimbang, pengalaman biasa saja. Quasi minima dolorum asperiores dicta.",0.515,103,17.93,5.3,Med,14,0.0,Growth
127131,7868305,-14.39,1.123,112,3.6,"Pelayanan standar, masih bisa ditingkatkan.",0.451,120,24.0,3.13,Med,12,0.0,Struggling
127132,3990761,6.42,0.98,157,4.69,Kadang stok kosong saat jam ramai. Reiciendis id fuga accusantium occaecati accusamus labore.,0.501,115,15.79,5.25,Med,8,0.0,Growth
127133,6768456,-11.24,1.082,111,4.32,"Produk cukup baik, kadang waktu tunggu agak lama. Saepe recusandae ratione quasi.",0.514,146,9.46,2.93,Med,13,0.0,Struggling
127134,5088057,18.63,0.781,138,4.53,Aplikasi pemesanan mudah dipakai dan responsif.,0.163,138,11.42,2.27,Low,8,0.55,Growth
127135,6009187,-4.79,0.976,66,3.77,"Produk cukup baik, kadang waktu tunggu agak lama.",0.465,30,19.69,1.0,Med,7,0.0,Growth
127136,5909530,20.05,0.737,136,3.75,"Produk cukup baik, kadang waktu tunggu agak lama. Accusamus nesciunt voluptate dolorem accusamus natus aliquid.",0.402,109,8.48,2.11,Low,8,0.0,Growth
127137,11478117,24.96,0.758,164,5.0,"Pengiriman cepat, admin komunikatif. Architecto placeat tenetur soluta voluptatibus dolores sed quidem.",0.349,73,28.08,7.42,Low,4,0.55,Elite
127138,13202850,-12.98,1.113,136,3.3,Respons admin lambat dan informasi kurang jelas. Vero cumque dicta repudiandae eveniet assumenda.,0.496,130,11.59,3.37,High,15,-0.55,Struggling
127139,14384038,1.65,1.01,152,4.39,"Secara umum oke, hanya respon chat kadang lambat. Illum expedita perspiciatis dolore magni totam repellat.",0.632,94,33.11,4.65,Med,7,-0.3,Growth
127140,13141002,16.09,0.874,197,4.23,"Produk cukup baik, kadang waktu tunggu agak lama.",0.447,160,29.88,4.7,Med,8,0.0,Growth
127141,14761562,24.56,0.777,181,4.43,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.346,133,22.15,6.06,Low,8,0.8,Growth
127142,12218370,-5.39,1.019,185,4.29,"Pelayanan standar, masih bisa ditingkatkan.",0.445,175,23.39,5.07,Med,13,0.0,Struggling
127143,12316369,17.29,0.877,115,4.41,Proses pembayaran sering bermasalah. Cumque itaque odit a inventore quas.,0.363,71,16.06,4.78,High,8,-0.35,Growth
127144,6887506,2.03,0.973,107,4.03,Kadang stok kosong saat jam ramai.,0.457,101,20.52,3.94,Med,10,0.0,Growth
127145,19310399,14.32,0.863,148,4.04,"Secara umum oke, hanya respon chat kadang lambat.",0.269,134,26.35,5.13,Low,8,-0.3,Growth
127146,1683086,8.33,0.958,81,4.72,Selalu repeat order karena kualitasnya terjaga.,0.373,27,13.27,5.77,Low,10,0.25,Growth
127147,2993762,0.48,1.006,78,3.87,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.293,49,19.09,6.44,Low,12,0.0,Growth
127148,10031263,7.12,0.923,178,4.35,"Transaksi digital lancar, proses checkout tidak ribet.",0.239,120,24.2,3.82,Low,7,-0.25,Growth
127149,18123381,15.56,0.861,194,4.3,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.365,171,20.41,6.7,Med,9,0.0,Growth
127150,7694420,20.59,0.769,131,4.5,"Kualitas produk konsisten, harga masih masuk akal.",0.223,99,38.17,5.97,Low,6,0.2,Elite
127151,11945749,27.98,0.725,90,4.45,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.346,7,30.57,5.31,Low,6,0.8,Elite
127152,12781573,-3.52,1.009,163,3.98,Kadang stok kosong saat jam ramai. Corrupti dolore laborum dolores iste.,0.493,169,13.02,3.16,Med,8,0.0,Growth
127153,15703678,-6.43,1.062,126,4.0,"Harga dan kualitas seimbang, pengalaman biasa saja. Labore tenetur asperiores necessitatibus rerum eum autem.",0.512,126,14.11,3.73,Med,7,0.0,Struggling
127154,11990318,22.74,0.757,95,4.57,Aplikasi pemesanan mudah dipakai dan responsif.,0.212,72,9.27,1.0,Low,8,0.55,Growth
127155,7889066,16.22,0.852,136,4.35,"Pelayanan cepat dan ramah, pesanan selalu tepat. Minus facere veniam quod reiciendis aperiam occaecati.",0.192,74,15.59,6.26,Low,10,0.8,Growth
127156,5369320,-8.35,1.129,88,3.89,Kadang stok kosong saat jam ramai.,0.475,29,28.56,5.23,Med,12,0.0,Struggling
127157,13179208,-23.47,1.178,142,3.44,Pesanan sering terlambat saat jam sibuk.,0.643,110,24.63,1.55,High,5,-0.65,Critical
127158,8948467,6.41,0.915,167,4.41,"Transaksi digital lancar, proses checkout tidak ribet.",0.263,154,10.08,2.89,Low,8,-0.25,Growth
127159,6714658,-2.06,1.023,78,3.89,"Produk cukup baik, kadang waktu tunggu agak lama. Illum dolorum ratione odit possimus.",0.486,53,12.45,2.71,Med,7,0.0,Growth
127160,13269378,-8.8,1.068,104,3.18,Harga naik tapi layanan tidak membaik.,0.624,29,19.22,3.9,High,9,-0.2,Struggling
127161,12169996,14.25,0.835,207,3.96,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.363,170,30.28,4.3,Med,6,0.0,Growth
127162,12720970,-26.93,1.256,116,2.19,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.483,98,14.29,2.56,Med,11,-0.25,Critical
127163,11607219,-1.94,1.03,150,4.05,"Secara umum oke, hanya respon chat kadang lambat.",0.235,145,32.65,8.36,Low,7,-0.3,Growth
127164,9265658,24.3,0.783,198,4.71,"Produk cukup baik, kadang waktu tunggu agak lama. Temporibus sint inventore perferendis.",0.381,176,22.3,4.87,Med,7,0.0,Growth
127165,5226171,7.66,0.891,94,5.0,"Kualitas produk konsisten, harga masih masuk akal.",0.232,74,17.15,3.75,Low,12,0.2,Growth
127166,15881443,2.74,0.908,178,3.65,Kadang stok kosong saat jam ramai. Perspiciatis eaque sunt consequatur omnis porro.,0.25,161,23.56,3.14,Low,4,0.0,Growth
127167,6538181,-9.92,1.078,116,3.75,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.773,110,9.2,1.77,High,13,-0.25,Struggling
127168,14339322,23.34,0.774,208,4.63,Selalu repeat order karena kualitasnya terjaga.,0.188,169,15.98,7.02,Low,8,0.25,Growth
127169,10395212,7.8,0.926,133,4.59,"Secara umum oke, hanya respon chat kadang lambat.",0.519,90,26.4,4.37,Med,12,-0.3,Growth
127170,10164750,-12.1,1.131,185,3.37,Respons admin lambat dan informasi kurang jelas.,0.682,168,19.78,3.49,High,15,-0.55,Struggling
127171,7015630,20.99,0.78,100,4.86,"Transaksi digital lancar, proses checkout tidak ribet.",0.27,4,19.06,6.4,Low,11,-0.25,Growth
127172,6078350,12.22,0.856,56,4.87,"Kualitas produk konsisten, harga masih masuk akal.",0.164,34,16.81,1.71,Low,8,0.2,Growth
127173,12072991,-11.79,1.096,116,3.55,"Secara umum oke, hanya respon chat kadang lambat.",0.55,178,14.11,1.74,Med,14,-0.3,Struggling
127174,10785256,21.88,0.762,132,4.6,Aplikasi pemesanan mudah dipakai dan responsif.,0.265,57,31.5,7.0,Low,4,0.55,Elite
127175,7604927,15.96,0.793,133,4.92,"Pelayanan cepat dan ramah, pesanan selalu tepat. Ut assumenda rem asperiores.",0.362,99,30.21,5.01,Low,8,0.8,Elite
127176,2422709,2.51,0.984,123,4.85,"Transaksi digital lancar, proses checkout tidak ribet.",0.221,89,27.81,6.7,Low,9,-0.25,Growth
127177,4599383,10.45,0.902,146,4.25,"Secara umum oke, hanya respon chat kadang lambat.",0.37,95,22.59,3.66,Med,8,-0.3,Growth
127178,14664990,-17.19,1.205,147,3.95,"Pelayanan standar, masih bisa ditingkatkan.",0.447,176,10.24,2.67,Med,14,0.0,Critical
127179,1691938,0.4,0.963,60,4.21,Aplikasi pemesanan mudah dipakai dan responsif.,0.174,34,9.52,1.59,Low,12,0.55,Growth
127180,3707747,-31.13,1.263,57,2.97,Proses pembayaran sering bermasalah.,0.505,47,10.68,1.0,High,7,-0.35,Critical
127181,6375169,-4.29,1.048,83,4.29,Selalu repeat order karena kualitasnya terjaga.,0.347,51,15.72,3.77,Low,10,0.25,Struggling
127182,4386477,15.09,0.861,141,4.04,"Produk cukup baik, kadang waktu tunggu agak lama. Nam veritatis nesciunt occaecati.",0.677,114,14.82,5.5,Med,7,0.0,Growth
127183,5562419,16.54,0.826,105,4.3,"Transaksi digital lancar, proses checkout tidak ribet.",0.318,14,15.64,5.39,Low,8,-0.25,Growth
127184,12707858,8.63,0.938,155,3.67,"Pelayanan standar, masih bisa ditingkatkan. Ipsum ipsa facere quidem dicta.",0.392,121,24.67,5.68,Med,8,0.0,Growth
127185,10335659,20.35,0.824,110,4.18,"Pelayanan standar, masih bisa ditingkatkan.",0.301,40,30.07,7.61,Low,9,0.0,Growth
127186,7272152,-8.92,1.06,174,3.43,"Sudah beberapa kali order, pengalaman makin menurun. Tempora exercitationem reiciendis enim cupiditate.",0.608,132,30.3,2.96,High,4,-0.3,Struggling
127187,1500000,-12.64,1.121,57,3.72,"Secara umum oke, hanya respon chat kadang lambat. Ratione non ab occaecati quaerat ut sapiente.",0.57,42,2.25,2.48,Med,10,-0.3,Struggling
127188,12846823,15.65,0.888,145,4.36,"Transaksi digital lancar, proses checkout tidak ribet. Vero odit fuga porro consequatur.",0.355,64,20.53,5.39,Low,9,-0.25,Growth
127189,14749156,-0.32,1.02,184,3.91,Kadang stok kosong saat jam ramai. Sed quibusdam est quia saepe ipsum ipsa.,0.507,138,29.99,5.25,Med,8,0.0,Growth
127190,4346320,-11.18,1.11,124,3.67,"Harga dan kualitas seimbang, pengalaman biasa saja. Tempore debitis eius perspiciatis.",0.561,149,22.64,1.57,Med,13,0.0,Struggling
127191,6296747,-2.05,0.94,62,4.02,Kadang stok kosong saat jam ramai.,0.374,39,10.1,2.39,Med,12,0.0,Growth
127192,6972009,-7.45,1.028,86,3.53,"Produk cukup baik, kadang waktu tunggu agak lama.",0.474,17,20.67,5.47,Low,13,0.0,Struggling
127193,6553912,29.47,0.764,77,5.0,Selalu repeat order karena kualitasnya terjaga. Facilis porro quas necessitatibus neque a.,0.293,27,22.75,3.23,Low,3,0.25,Growth
127194,13264023,17.44,0.805,171,4.2,"Produk cukup baik, kadang waktu tunggu agak lama.",0.406,142,23.13,3.24,Med,5,0.0,Growth
127195,9274930,11.98,0.903,130,4.62,"Pelayanan cepat dan ramah, pesanan selalu tepat. Perferendis dolores esse explicabo accusamus.",0.302,69,25.03,4.53,Low,12,0.8,Growth
127196,11831281,12.79,0.872,107,4.16,Kadang stok kosong saat jam ramai.,0.215,90,23.72,2.99,Low,10,0.0,Growth
127197,2109222,-9.04,1.101,28,3.58,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.548,11,12.76,1.08,Med,16,0.0,Struggling
127198,2012850,0.24,0.987,45,4.13,"Pelayanan standar, masih bisa ditingkatkan. Labore modi at.",0.471,23,23.53,3.08,Med,12,0.0,Growth
127199,14258053,-3.98,1.015,188,4.3,"Secara umum oke, hanya respon chat kadang lambat. Officia esse deserunt ipsum maiores tempore.",0.48,162,20.11,3.71,Med,9,-0.3,Struggling
127200,10611128,28.53,0.731,155,4.35,Kadang stok kosong saat jam ramai.,0.305,136,11.22,2.38,Med,9,0.0,Growth
127201,10602950,11.79,0.87,155,4.63,"Pelayanan cepat dan ramah, pesanan selalu tepat. Dolore nesciunt quo eius eos.",0.151,104,24.65,6.22,Low,11,0.8,Growth
127202,4232225,-4.35,1.057,104,3.88,Proses pembayaran sering bermasalah.,0.722,110,21.15,1.61,High,5,-0.35,Struggling
127203,7580057,17.44,0.78,87,4.46,"Pengiriman cepat, admin komunikatif.",0.269,18,24.08,3.99,Low,8,0.55,Growth
127204,5453794,22.51,0.784,95,4.27,"Transaksi digital lancar, proses checkout tidak ribet. Quod quo alias aperiam harum in.",0.067,53,12.19,5.51,Low,12,-0.25,Growth
127205,9878319,5.63,0.928,136,4.11,"Harga dan kualitas seimbang, pengalaman biasa saja. Asperiores corrupti doloremque quaerat magnam veritatis.",0.142,94,16.46,3.6,Low,9,0.0,Growth
127206,13159739,29.54,0.742,181,4.67,"Secara umum oke, hanya respon chat kadang lambat. Excepturi optio eos.",0.605,88,31.35,4.53,Med,7,-0.3,Elite
127207,5036325,17.93,0.764,106,4.79,"Pelayanan cepat dan ramah, pesanan selalu tepat. Similique dolorem sequi sequi optio animi recusandae.",0.186,45,23.27,1.44,Low,6,0.8,Growth
127208,5751059,10.48,0.897,83,4.69,Selalu repeat order karena kualitasnya terjaga.,0.365,35,25.26,3.76,Low,10,0.25,Growth
127209,7753031,12.12,0.863,137,4.61,"Pelayanan standar, masih bisa ditingkatkan.",0.374,137,25.02,1.11,Med,6,0.0,Elite
127210,5066540,15.76,0.814,89,3.86,"Secara umum oke, hanya respon chat kadang lambat. Sit veniam magnam accusamus iure.",0.475,14,5.08,3.07,Med,6,-0.3,Growth
127211,7406730,20.07,0.81,84,4.57,Selalu repeat order karena kualitasnya terjaga.,0.234,21,24.34,5.52,Low,8,0.25,Elite
127212,8545957,4.54,0.906,68,3.93,"Produk cukup baik, kadang waktu tunggu agak lama.",0.375,49,22.06,2.8,Low,9,0.0,Growth
127213,4180499,0.55,0.945,78,3.94,"Pelayanan standar, masih bisa ditingkatkan.",0.159,120,10.86,3.22,Low,13,0.0,Growth
127214,6478619,34.26,0.609,134,4.74,Aplikasi pemesanan mudah dipakai dan responsif. Ea in pariatur dolorum reiciendis beatae praesentium.,0.072,66,23.12,5.47,Low,9,0.55,Growth
127215,2544682,-12.77,1.099,121,3.68,"Produk cukup baik, kadang waktu tunggu agak lama.",0.437,80,22.03,3.84,Med,12,0.0,Struggling
127216,9546775,10.4,0.883,115,4.55,"Pengiriman cepat, admin komunikatif.",0.312,27,21.4,6.84,Low,10,0.55,Growth
127217,10294899,15.78,0.833,166,4.6,"Secara umum oke, hanya respon chat kadang lambat. Id dignissimos maxime debitis ut repudiandae provident.",0.238,150,18.57,4.2,Med,7,-0.3,Growth
127218,14922695,22.83,0.774,180,4.3,"Transaksi digital lancar, proses checkout tidak ribet.",0.298,167,43.17,3.29,Low,10,-0.25,Growth
127219,5219307,-7.67,1.022,82,3.58,Proses pembayaran sering bermasalah.,0.547,40,12.5,1.23,High,4,-0.35,Struggling
127220,11105826,-28.44,1.266,111,3.12,Harga naik tapi layanan tidak membaik.,0.652,102,12.48,1.52,High,16,-0.2,Critical
127221,7794112,-15.73,1.137,95,3.3,Pesanan sering terlambat saat jam sibuk.,0.469,104,4.65,3.23,High,9,-0.65,Struggling
127222,8079195,-8.64,1.103,121,4.18,Harga naik tapi layanan tidak membaik.,0.744,102,21.15,5.26,High,15,-0.2,Struggling
127223,10934949,-5.48,1.046,173,4.03,Harga naik tapi layanan tidak membaik.,0.535,151,26.46,4.18,High,8,-0.2,Struggling
127224,8466195,13.11,0.866,134,4.49,"Pengiriman cepat, admin komunikatif.",0.346,66,14.35,4.31,Low,3,0.55,Growth
127225,3458560,20.2,0.831,80,4.24,"Kualitas produk konsisten, harga masih masuk akal.",0.375,86,17.03,2.56,Low,7,0.2,Growth
127226,6852079,6.58,0.927,108,3.61,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.274,107,21.92,1.55,Med,5,0.0,Growth
127227,5931052,-6.36,1.076,140,4.33,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.441,49,27.41,4.85,Med,6,0.0,Struggling
127228,10732983,21.97,0.8,196,5.0,Selalu repeat order karena kualitasnya terjaga. Provident officiis vel quam minus soluta amet.,0.169,179,27.36,6.54,Low,6,0.25,Elite
127229,13774751,13.47,0.874,133,4.43,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.34,103,22.15,3.73,Med,8,0.0,Growth
127230,10045756,5.54,0.951,134,4.5,"Produk cukup baik, kadang waktu tunggu agak lama. Illo fugiat odit aliquam.",0.513,103,18.07,4.34,Med,8,0.0,Growth
127231,10230278,6.55,0.957,102,4.04,"Produk cukup baik, kadang waktu tunggu agak lama.",0.448,99,22.09,3.71,Med,12,0.0,Growth
127232,2708708,-5.95,1.028,81,3.76,Proses pembayaran sering bermasalah.,0.524,96,25.73,2.07,High,10,-0.35,Struggling
127233,7350760,-8.2,1.029,163,4.33,Selalu repeat order karena kualitasnya terjaga. Rerum quasi aliquid quaerat veniam alias nostrum cumque.,0.3,129,35.38,5.0,Low,5,0.25,Struggling
127234,9039242,17.01,0.877,108,4.44,"Harga dan kualitas seimbang, pengalaman biasa saja. Recusandae alias totam deserunt veniam.",0.334,4,22.94,5.43,Med,5,0.0,Growth
127235,7971439,-10.2,1.072,79,4.28,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.534,51,10.65,4.06,Med,14,0.0,Struggling
127236,1500000,-21.96,1.222,33,3.44,"Harga dan kualitas seimbang, pengalaman biasa saja. Et sint molestiae ullam ipsa non adipisci.",0.502,11,12.73,1.7,Med,16,0.0,Critical
127237,1624744,2.77,0.962,29,4.01,"Harga dan kualitas seimbang, pengalaman biasa saja. Adipisci deserunt architecto ad.",0.492,24,13.49,1.0,Med,12,0.0,Growth
127238,13001510,12.95,0.84,105,4.31,"Produk cukup baik, kadang waktu tunggu agak lama.",0.596,25,14.3,4.87,Med,9,0.0,Growth
127239,9407648,12.54,0.898,77,4.48,"Kualitas produk konsisten, harga masih masuk akal. Architecto explicabo iure.",0.192,56,23.72,2.72,Low,10,0.2,Growth
127240,9196662,11.11,0.872,104,4.33,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.38,44,32.54,4.21,Med,6,0.0,Growth
127241,15221772,18.66,0.833,119,4.28,Aplikasi pemesanan mudah dipakai dan responsif.,0.193,53,20.24,6.45,Low,11,0.55,Growth
127242,20157789,-9.75,1.09,131,3.33,"Sudah beberapa kali order, pengalaman makin menurun.",0.591,113,18.48,3.81,High,12,-0.3,Struggling
127243,4141428,-1.58,0.972,95,3.78,"Pelayanan standar, masih bisa ditingkatkan.",0.278,100,17.99,1.32,Low,7,0.0,Growth
127244,4434219,-1.47,1.007,68,3.76,"Produk cukup baik, kadang waktu tunggu agak lama.",0.375,10,32.05,2.9,Med,8,0.0,Growth
127245,8072029,-21.39,1.164,80,3.92,"Produk cukup baik, kadang waktu tunggu agak lama.",0.394,41,13.86,2.84,Med,6,0.0,Struggling
127246,4755824,9.51,0.932,127,4.65,"Pengiriman cepat, admin komunikatif.",0.194,129,20.48,5.73,Low,14,0.55,Growth
127247,8319701,-18.41,1.13,80,3.68,Kadang stok kosong saat jam ramai.,0.46,25,24.43,2.56,Med,12,0.0,Struggling
127248,4507215,8.96,0.855,71,4.56,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.236,59,26.01,2.17,Low,7,0.8,Growth
127249,6563895,13.33,0.888,99,4.2,"Pelayanan standar, masih bisa ditingkatkan.",0.44,44,16.28,2.44,Med,10,0.0,Growth
127250,5744898,3.78,0.917,141,4.15,Kadang stok kosong saat jam ramai. Iusto numquam repudiandae voluptatem.,0.454,111,23.69,2.43,Med,11,0.0,Growth
127251,4444586,-11.07,1.102,46,3.97,"Produk cukup baik, kadang waktu tunggu agak lama.",0.585,20,21.63,3.51,Med,10,0.0,Struggling
127252,26910317,-3.81,1.039,106,4.01,"Secara umum oke, hanya respon chat kadang lambat.",0.59,52,12.76,4.2,Med,10,-0.3,Growth
127253,3836114,27.8,0.702,105,4.73,"Pengiriman cepat, admin komunikatif. Nihil ea fugiat totam accusantium suscipit quasi.",0.2,92,31.34,4.84,Low,6,0.55,Elite
127254,6795713,-11.88,1.113,112,3.7,"Pelayanan standar, masih bisa ditingkatkan.",0.542,82,19.97,4.97,Med,10,0.0,Struggling
127255,3531163,10.39,0.878,83,3.64,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.319,48,12.57,4.06,Med,10,0.0,Growth
127256,13224334,-8.41,1.069,155,3.72,"Produk cukup baik, kadang waktu tunggu agak lama.",0.591,168,24.33,4.85,Med,8,0.0,Struggling
127257,18212396,-4.3,0.974,86,3.62,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.468,45,19.56,1.0,Med,7,0.0,Growth
127258,5299362,-18.48,1.128,138,3.91,Respons admin lambat dan informasi kurang jelas. Quas corporis facilis.,0.632,122,8.67,1.54,High,8,-0.55,Struggling
127259,7418155,8.67,0.941,115,4.57,"Harga dan kualitas seimbang, pengalaman biasa saja. Cupiditate est corrupti doloribus unde delectus nobis.",0.365,40,27.17,4.81,Med,4,0.0,Growth
127260,5070463,-2.96,0.972,56,3.9,"Produk cukup baik, kadang waktu tunggu agak lama.",0.32,8,17.53,5.17,Low,7,0.0,Growth
127261,5723685,-24.85,1.253,64,1.61,Proses pembayaran sering bermasalah.,0.656,7,2.0,4.83,High,9,-0.35,Critical
127262,5927820,10.65,0.93,147,3.85,Respons admin lambat dan informasi kurang jelas.,0.623,72,20.49,3.15,High,6,-0.55,Struggling
